pollno,race,year,location,type_simple,type_detail,pollster,partisan,polldate,samplesize,cand1_name,cand1_pct,cand2_name,cand2_pct,cand3_pct,margin_poll,electiondate,cand1_actual,cand2_actual,margin_actual,error,bias,rightcall,comment
5384153,2008_Pres-G_KY,2008,KY,Pres-G,Pres-G,YouGov,NA,10/25/08,486,Democrat,41,Republican,53,NA,-12,11/4/08,41.17,57.4,-16.23,4.23,4.23,1,NA
5384154,2008_Pres-G_LA,2008,LA,Pres-G,Pres-G,Loyola University (New Orleans),NA,10/25/08,475,Democrat,40,Republican,43,NA,-3,11/4/08,39.93,58.56,-18.63,15.63,15.63,1,NA
5384155,2008_Pres-G_LA,2008,LA,Pres-G,Pres-G,YouGov,NA,10/25/08,436,Democrat,45,Republican,52,NA,-7,11/4/08,39.93,58.56,-18.63,11.63,11.63,1,NA
5384156,2008_Pres-G_MA,2008,MA,Pres-G,Pres-G,YouGov,NA,10/25/08,705,Democrat,57,Republican,39,NA,18,11/4/08,61.8,35.99,25.81,7.81,-7.81,1,NA
5384157,2008_Pres-G_MD,2008,MD,Pres-G,Pres-G,YouGov,NA,10/25/08,475,Democrat,60,Republican,35,NA,25,11/4/08,61.92,36.47,25.45,0.45,-0.45,1,NA
5384158,2008_Pres-G_ME,2008,ME,Pres-G,Pres-G,YouGov,NA,10/25/08,486,Democrat,51,Republican,42,NA,9,11/4/08,57.71,40.38,17.33,8.33,-8.33,1,NA
5384159,2008_Pres-G_MI,2008,MI,Pres-G,Pres-G,YouGov,NA,10/25/08,973,Democrat,55,Republican,42,NA,13,11/4/08,57.43,40.96,16.47,3.47,-3.47,1,NA
5384160,2008_Pres-G_MN,2008,MN,Pres-G,Pres-G,YouGov,NA,10/25/08,699,Democrat,51,Republican,45,NA,6,11/4/08,54.06,43.82,10.24,4.24,-4.24,1,NA
5384161,2008_Pres-G_MO,2008,MO,Pres-G,Pres-G,YouGov,NA,10/25/08,684,Democrat,47,Republican,49,NA,-2,11/4/08,49.29,49.43,-0.14,1.86,-1.86,1,NA
5384162,2008_Pres-G_MO,2008,MO,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,NA,10/25/08,600,Democrat,48.2,Republican,45.7,NA,2.5,11/4/08,49.29,49.43,-0.14,2.64,2.64,0,"previously listed as Zogby Analytics, telephone"
5384163,2008_Pres-G_MS,2008,MS,Pres-G,Pres-G,YouGov,NA,10/25/08,417,Democrat,42,Republican,55,NA,-13,11/4/08,43,56.18,-13.18,0.18,0.18,1,NA
5384164,2008_Pres-G_MT,2008,MT,Pres-G,Pres-G,YouGov,NA,10/25/08,368,Democrat,44,Republican,54,NA,-10,11/4/08,47.25,49.51,-2.26,7.74,-7.74,1,NA
5384165,2008_Pres-G_NC,2008,NC,Pres-G,Pres-G,National Journal,NA,10/25/08,402,Democrat,47,Republican,43,NA,4,11/4/08,49.7,49.37,0.33,3.67,3.67,1,NA
5384166,2008_Pres-G_NC,2008,NC,Pres-G,Pres-G,YouGov,NA,10/25/08,955,Democrat,51,Republican,47,NA,4,11/4/08,49.7,49.37,0.33,3.67,3.67,1,NA
5384167,2008_Pres-G_NC,2008,NC,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,NA,10/25/08,600,Democrat,49.7,Republican,46.4,NA,3.3,11/4/08,49.7,49.37,0.33,2.97,2.97,1,"previously listed as Zogby Analytics, telephone"
5384168,2008_Pres-G_ND,2008,ND,Pres-G,Pres-G,YouGov,NA,10/25/08,271,Democrat,43,Republican,50,NA,-7,11/4/08,44.62,53.25,-8.63,1.63,1.63,1,NA
5384169,2008_Pres-G_NE,2008,NE,Pres-G,Pres-G,YouGov,NA,10/25/08,407,Democrat,38,Republican,57,NA,-19,11/4/08,41.6,56.53,-14.93,4.07,-4.07,1,NA
5384170,2008_Pres-G_NH,2008,NH,Pres-G,Pres-G,YouGov,NA,10/25/08,516,Democrat,54,Republican,40,NA,14,11/4/08,54.13,44.52,9.61,4.39,4.39,1,NA
5384171,2008_Pres-G_NJ,2008,NJ,Pres-G,Pres-G,"Strategic Vision, LLC",NA,10/25/08,800,Democrat,53,Republican,38,NA,15,11/4/08,57.27,41.7,15.57,0.57,-0.57,1,NA
5384172,2008_Pres-G_NJ,2008,NJ,Pres-G,Pres-G,YouGov,NA,10/25/08,777,Democrat,55,Republican,40,NA,15,11/4/08,57.27,41.7,15.57,0.57,-0.57,1,NA
5384173,2008_Pres-G_NM,2008,NM,Pres-G,Pres-G,YouGov,NA,10/25/08,457,Democrat,53,Republican,43,NA,10,11/4/08,56.91,41.78,15.13,5.13,-5.13,1,NA
5384174,2008_Pres-G_NV,2008,NV,Pres-G,Pres-G,Suffolk University,NA,10/25/08,450,Democrat,50,Republican,40,NA,10,11/4/08,55.15,42.65,12.5,2.5,-2.5,1,NA
5384175,2008_Pres-G_NV,2008,NV,Pres-G,Pres-G,YouGov,NA,10/25/08,494,Democrat,51,Republican,46,NA,5,11/4/08,55.15,42.65,12.5,7.5,-7.5,1,NA
5384176,2008_Pres-G_NV,2008,NV,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,NA,10/25/08,601,Democrat,48.2,Republican,44,NA,4.2,11/4/08,55.15,42.65,12.5,8.3,-8.3,1,"previously listed as Zogby Analytics, telephone"
5384177,2008_Pres-G_NY,2008,NY,Pres-G,Pres-G,YouGov,NA,10/25/08,988,Democrat,58,Republican,38,NA,20,11/4/08,62.91,36.04,26.87,6.87,-6.87,1,NA
5384178,2008_Pres-G_OH,2008,OH,Pres-G,Pres-G,Marist College,NA,10/25/08,661,Democrat,48,Republican,45,NA,3,11/4/08,50.62,46.1,4.52,1.52,-1.52,1,NA
5384179,2008_Pres-G_OH,2008,OH,Pres-G,Pres-G,National Journal,NA,10/25/08,404,Democrat,48,Republican,41,NA,7,11/4/08,50.62,46.1,4.52,2.48,2.48,1,NA
5384180,2008_Pres-G_OH,2008,OH,Pres-G,Pres-G,YouGov,NA,10/25/08,990,Democrat,51,Republican,45,NA,6,11/4/08,50.62,46.1,4.52,1.48,1.48,1,NA
5384181,2008_Pres-G_OH,2008,OH,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,NA,10/25/08,601,Democrat,49.7,Republican,45.1,NA,4.6,11/4/08,50.62,46.1,4.52,0.08,0.08,1,"previously listed as Zogby Analytics, telephone"
5384182,2008_Pres-G_OK,2008,OK,Pres-G,Pres-G,SoonerPoll.com,NA,10/25/08,720,Democrat,34.8,Republican,61.6,NA,-26.8,11/4/08,34.35,65.65,-31.3,4.5,4.5,1,NA
5384183,2008_Pres-G_OK,2008,OK,Pres-G,Pres-G,YouGov,NA,10/25/08,491,Democrat,39,Republican,58,NA,-19,11/4/08,34.35,65.65,-31.3,12.3,12.3,1,NA
5384184,2008_Pres-G_OR,2008,OR,Pres-G,Pres-G,YouGov,NA,10/25/08,698,Democrat,54,Republican,43,NA,11,11/4/08,56.75,40.4,16.35,5.35,-5.35,1,NA
5384185,2008_Pres-G_PA,2008,PA,Pres-G,Pres-G,YouGov,NA,10/25/08,1009,Democrat,51,Republican,44,NA,7,11/4/08,54.56,44.23,10.33,3.33,-3.33,1,NA
5384186,2008_Pres-G_RI,2008,RI,Pres-G,Pres-G,YouGov,NA,10/25/08,365,Democrat,58,Republican,37,NA,21,11/4/08,62.86,35.06,27.8,6.8,-6.8,1,NA
5384187,2008_Pres-G_SC,2008,SC,Pres-G,Pres-G,YouGov,NA,10/25/08,728,Democrat,44,Republican,52,NA,-8,11/4/08,44.9,53.87,-8.97,0.97,0.97,1,NA
5384188,2008_Pres-G_SD,2008,SD,Pres-G,Pres-G,YouGov,NA,10/25/08,352,Democrat,43,Republican,52,NA,-9,11/4/08,44.75,53.16,-8.41,0.59,-0.59,1,NA
5384189,2008_Pres-G_TN,2008,TN,Pres-G,Pres-G,YouGov,NA,10/25/08,653,Democrat,44,Republican,53,NA,-9,11/4/08,40.28,54.79,-14.51,5.51,5.51,1,NA
5384190,2008_Pres-G_TX,2008,TX,Pres-G,Pres-G,YouGov,NA,10/25/08,972,Democrat,43,Republican,54,NA,-11,11/4/08,43.68,55.45,-11.77,0.77,0.77,1,NA
5384191,2008_Pres-G_US,2008,US,Pres-G,Pres-G,ABC News/Washington Post,NA,10/25/08,1314,Democrat,52,Republican,45,NA,7,11/4/08,52.92,45.66,7.26,0.26,-0.26,1,NA
5384192,2008_Pres-G_US,2008,US,Pres-G,Pres-G,Ipsos,NA,10/25/08,831,Democrat,48,Republican,42,NA,6,11/4/08,52.92,45.66,7.26,1.26,-1.26,1,"previously listed as Ipsos, telephone"
5384193,2008_Pres-G_US,2008,US,Pres-G,Pres-G,Pew Research Center,NA,10/25/08,1198,Democrat,53,Republican,38,NA,15,11/4/08,52.92,45.66,7.26,7.74,7.74,1,NA
5384194,2008_Pres-G_UT,2008,UT,Pres-G,Pres-G,YouGov,NA,10/25/08,395,Democrat,34,Republican,61,NA,-27,11/4/08,34.41,62.58,-28.17,1.17,1.17,1,NA
5384195,2008_Pres-G_VA,2008,VA,Pres-G,Pres-G,National Journal,NA,10/25/08,404,Democrat,48,Republican,44,NA,4,11/4/08,52.63,46.33,6.3,2.3,-2.3,1,NA
5384196,2008_Pres-G_VA,2008,VA,Pres-G,Pres-G,YouGov,NA,10/25/08,772,Democrat,52,Republican,45,NA,7,11/4/08,52.63,46.33,6.3,0.7,0.7,1,NA
5384197,2008_Pres-G_VA,2008,VA,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,NA,10/25/08,600,Democrat,52,Republican,44.8,NA,7.2,11/4/08,52.63,46.33,6.3,0.9,0.9,1,"previously listed as Zogby Analytics, telephone"
5384198,2008_Pres-G_VT,2008,VT,Pres-G,Pres-G,Research 2000,NA,10/25/08,400,Democrat,57,Republican,36,NA,21,11/4/08,67.46,30.45,37.01,16.01,-16.01,1,NA
5384199,2008_Pres-G_VT,2008,VT,Pres-G,Pres-G,YouGov,NA,10/25/08,275,Democrat,62,Republican,32,NA,30,11/4/08,67.46,30.45,37.01,7.01,-7.01,1,NA
5384200,2008_Pres-G_WA,2008,WA,Pres-G,Pres-G,YouGov,NA,10/25/08,797,Democrat,53,Republican,43,NA,10,11/4/08,57.65,40.48,17.17,7.17,-7.17,1,NA
5384201,2008_Pres-G_WI,2008,WI,Pres-G,Pres-G,"Strategic Vision, LLC",NA,10/25/08,800,Democrat,50,Republican,41,NA,9,11/4/08,56.34,42.41,13.93,4.93,-4.93,1,NA
5384202,2008_Pres-G_WI,2008,WI,Pres-G,Pres-G,University of Wisconsin (Badger Poll),NA,10/25/08,538,Democrat,52,Republican,42,NA,10,11/4/08,56.34,42.41,13.93,3.93,-3.93,1,NA
5384203,2008_Pres-G_WI,2008,WI,Pres-G,Pres-G,YouGov,NA,10/25/08,976,Democrat,53,Republican,41,NA,12,11/4/08,56.34,42.41,13.93,1.93,-1.93,1,NA
5384204,2008_Pres-G_WV,2008,WV,Pres-G,Pres-G,YouGov,NA,10/25/08,404,Democrat,43,Republican,52,NA,-9,11/4/08,42.59,55.71,-13.12,4.12,4.12,1,NA
5384205,2008_Pres-G_WV,2008,WV,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,NA,10/25/08,600,Democrat,40.4,Republican,50.3,NA,-9.9,11/4/08,42.59,55.71,-13.12,3.22,3.22,1,"previously listed as Zogby Analytics, telephone"
5384206,2008_Pres-G_WY,2008,WY,Pres-G,Pres-G,YouGov,NA,10/25/08,246,Democrat,29,Republican,67,NA,-38,11/4/08,31.31,62.33,-31.02,6.98,-6.98,1,NA
5384259,2008_Pres-G_AZ,2008,AZ,Pres-G,Pres-G,CNN/Opinion Research Corp.,NA,10/26/08,807,Democrat,43,Republican,49,NA,-6,11/4/08,45.12,53.64,-8.52,2.52,2.52,1,NA
5384260,2008_Pres-G_AZ,2008,AZ,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/26/08,500,Democrat,46,Republican,51,NA,-5,11/4/08,45.12,53.64,-8.52,3.52,3.52,1,NA
5384261,2008_Pres-G_CO,2008,CO,Pres-G,Pres-G,CNN/Opinion Research Corp.,NA,10/26/08,774,Democrat,50,Republican,43,NA,7,11/4/08,53.66,44.71,8.95,1.95,-1.95,1,NA
5384262,2008_Pres-G_CO,2008,CO,Pres-G,Pres-G,Opinion Savvy/InsiderAdvantage,NA,10/26/08,636,Democrat,51,Republican,42,NA,9,11/4/08,53.66,44.71,8.95,0.05,0.05,1,previously listed as InsiderAdvantage
5384263,2008_Pres-G_CO,2008,CO,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/26/08,1000,Democrat,50,Republican,46,NA,4,11/4/08,53.66,44.71,8.95,4.95,-4.95,1,NA
5384264,2008_Pres-G_FL,2008,FL,Pres-G,Pres-G,CNN/Opinion Research Corp.,NA,10/26/08,747,Democrat,50,Republican,45,NA,5,11/4/08,51.03,48.22,2.81,2.19,2.19,1,NA
5384265,2008_Pres-G_FL,2008,FL,Pres-G,Pres-G,Datamar,NA,10/26/08,630,Democrat,49.2,Republican,44.4,NA,4.8,11/4/08,51.03,48.22,2.81,1.99,1.99,1,NA
5384266,2008_Pres-G_FL,2008,FL,Pres-G,Pres-G,Los Angeles Times,NA,10/26/08,639,Democrat,50,Republican,43,NA,7,11/4/08,51.03,48.22,2.81,4.19,4.19,1,NA
5384267,2008_Pres-G_FL,2008,FL,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/26/08,1000,Democrat,51,Republican,47,NA,4,11/4/08,51.03,48.22,2.81,1.19,1.19,1,NA
5384268,2008_Pres-G_GA,2008,GA,Pres-G,Pres-G,CNN/Opinion Research Corp.,NA,10/26/08,690,Democrat,46,Republican,50,NA,-4,11/4/08,46.99,52.2,-5.21,1.21,1.21,1,NA
5384269,2008_Pres-G_IN,2008,IN,Pres-G,Pres-G,Research 2000,NA,10/26/08,800,Democrat,47,Republican,47,NA,0,11/4/08,49.77,48.74,1.03,1.03,-1.03,0.5,NA
5384270,2008_Pres-G_MN,2008,MN,Pres-G,Pres-G,Humphrey Institute,NA,10/26/08,451,Democrat,56,Republican,37,NA,19,11/4/08,54.06,43.82,10.24,8.76,8.76,1,NA
5384271,2008_Pres-G_MO,2008,MO,Pres-G,Pres-G,CNN/Opinion Research Corp.,NA,10/26/08,825,Democrat,46,Republican,48,NA,-2,11/4/08,49.29,49.43,-0.14,1.86,-1.86,1,NA
5384272,2008_Pres-G_MO,2008,MO,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/26/08,1000,Democrat,48,Republican,47,NA,1,11/4/08,49.29,49.43,-0.14,1.14,1.14,0,NA
5384273,2008_Pres-G_MO,2008,MO,Pres-G,Pres-G,SurveyUSA,NA,10/26/08,672,Democrat,48,Republican,48,NA,0,11/4/08,49.29,49.43,-0.14,0.14,0.14,0.5,NA
5384274,2008_Pres-G_NC,2008,NC,Pres-G,Pres-G,CNN/Opinion Research Corp.,NA,10/26/08,667,Democrat,52,Republican,46,NA,6,11/4/08,49.7,49.37,0.33,5.67,5.67,1,NA
5384275,2008_Pres-G_NC,2008,NC,Pres-G,Pres-G,Public Policy Polling,NA,10/26/08,1038,Democrat,49,Republican,48,NA,1,11/4/08,49.7,49.37,0.33,0.67,0.67,1,NA
5384276,2008_Pres-G_NC,2008,NC,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/26/08,1000,Democrat,48,Republican,49,NA,-1,11/4/08,49.7,49.37,0.33,1.33,-1.33,0,NA
5384277,2008_Pres-G_NH,2008,NH,Pres-G,Pres-G,University of New Hampshire,NA,10/26/08,652,Democrat,58,Republican,33,NA,25,11/4/08,54.13,44.52,9.61,15.39,15.39,1,NA
5384278,2008_Pres-G_NJ,2008,NJ,Pres-G,Pres-G,Fairleigh Dickinson University (PublicMind),NA,10/26/08,852,Democrat,53,Republican,35,NA,18,11/4/08,57.27,41.7,15.57,2.43,2.43,1,NA
5384279,2008_Pres-G_NV,2008,NV,Pres-G,Pres-G,CNN/Opinion Research Corp.,NA,10/26/08,684,Democrat,50,Republican,43,NA,7,11/4/08,55.15,42.65,12.5,5.5,-5.5,1,NA
5384280,2008_Pres-G_OH,2008,OH,Pres-G,Pres-G,CNN/Opinion Research Corp.,NA,10/26/08,779,Democrat,50,Republican,43,NA,7,11/4/08,50.62,46.1,4.52,2.48,2.48,1,NA
5384281,2008_Pres-G_OH,2008,OH,Pres-G,Pres-G,Los Angeles Times,NA,10/26/08,644,Democrat,49,Republican,40,NA,9,11/4/08,50.62,46.1,4.52,4.48,4.48,1,NA
5384282,2008_Pres-G_OH,2008,OH,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/26/08,1000,Democrat,49,Republican,45,NA,4,11/4/08,50.62,46.1,4.52,0.52,-0.52,1,NA
5384283,2008_Pres-G_OR,2008,OR,Pres-G,Pres-G,SurveyUSA,NA,10/26/08,672,Democrat,57,Republican,38,NA,19,11/4/08,56.75,40.4,16.35,2.65,2.65,1,NA
5384284,2008_Pres-G_PA,2008,PA,Pres-G,Pres-G,CNN/Opinion Research Corp.,NA,10/26/08,768,Democrat,53,Republican,41,NA,12,11/4/08,54.56,44.23,10.33,1.67,1.67,1,NA
5384285,2008_Pres-G_PA,2008,PA,Pres-G,Pres-G,Opinion Savvy/InsiderAdvantage,NA,10/26/08,588,Democrat,53,Republican,45,NA,8,11/4/08,54.56,44.23,10.33,2.33,-2.33,1,previously listed as InsiderAdvantage
5384286,2008_Pres-G_PA,2008,PA,Pres-G,Pres-G,Muhlenberg College,NA,10/26/08,610,Democrat,53,Republican,42,NA,11,11/4/08,54.56,44.23,10.33,0.67,0.67,1,NA
5384287,2008_Pres-G_US,2008,US,Pres-G,Pres-G,American Research Group,NA,10/26/08,1200,Democrat,50,Republican,45,NA,5,11/4/08,52.92,45.66,7.26,2.26,-2.26,1,NA
5384288,2008_Pres-G_US,2008,US,Pres-G,Pres-G,Financial Dynamics,NA,10/26/08,878,Democrat,50,Republican,42,NA,8,11/4/08,52.92,45.66,7.26,0.74,0.74,1,aka Hotline/Diageo
5384289,2008_Pres-G_US,2008,US,Pres-G,Pres-G,Gallup,NA,10/26/08,2343,Democrat,51,Republican,44,NA,7,11/4/08,52.92,45.66,7.26,0.26,-0.26,1,NA
5384290,2008_Pres-G_US,2008,US,Pres-G,Pres-G,George Washington University (Battleground),NA,10/26/08,1000,Democrat,49,Republican,46,NA,3,11/4/08,52.92,45.66,7.26,4.26,-4.26,1,NA
5384291,2008_Pres-G_US,2008,US,Pres-G,Pres-G,YouGov,NA,10/26/08,1000,Democrat,49,Republican,42,NA,7,11/4/08,52.92,45.66,7.26,0.26,-0.26,1,NA
5384292,2008_Pres-G_VA,2008,VA,Pres-G,Pres-G,CNN/Opinion Research Corp.,NA,10/26/08,721,Democrat,51,Republican,42,NA,9,11/4/08,52.63,46.33,6.3,2.7,2.7,1,NA
5384293,2008_Pres-G_VA,2008,VA,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/26/08,1000,Democrat,51,Republican,47,NA,4,11/4/08,52.63,46.33,6.3,2.3,-2.3,1,NA
5384294,2008_Pres-G_VA,2008,VA,Pres-G,Pres-G,SurveyUSA,NA,10/26/08,671,Democrat,52,Republican,43,NA,9,11/4/08,52.63,46.33,6.3,2.7,2.7,1,NA
5384295,2008_Pres-G_WA,2008,WA,Pres-G,Pres-G,"Strategic Vision, LLC",NA,10/26/08,800,Democrat,54,Republican,42,NA,12,11/4/08,57.65,40.48,17.17,5.17,-5.17,1,NA
5384319,2008_Pres-G_AK,2008,AK,Pres-G,Pres-G,Dittman Research,NA,10/27/08,489,Democrat,37,Republican,56,NA,-19,11/4/08,37.89,59.42,-21.53,2.53,2.53,1,NA
5384320,2008_Pres-G_AR,2008,AR,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/27/08,500,Democrat,44,Republican,54,NA,-10,11/4/08,38.86,58.72,-19.86,9.86,9.86,1,NA
5384321,2008_Pres-G_GA,2008,GA,Pres-G,Pres-G,Opinion Savvy/InsiderAdvantage,NA,10/27/08,637,Democrat,47,Republican,48,NA,-1,11/4/08,46.99,52.2,-5.21,4.21,4.21,1,previously listed as InsiderAdvantage
5384322,2008_Pres-G_IN,2008,IN,Pres-G,Pres-G,Selzer & Company,NA,10/27/08,606,Democrat,45.9,Republican,45.3,NA,0.6,11/4/08,49.77,48.74,1.03,0.43,-0.43,1,NA
5384323,2008_Pres-G_MI,2008,MI,Pres-G,Pres-G,EPIC-MRA,NA,10/27/08,600,Democrat,50,Republican,38,NA,12,11/4/08,57.43,40.96,16.47,4.47,-4.47,1,NA
5384324,2008_Pres-G_MS,2008,MS,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/27/08,500,Democrat,45,Republican,53,NA,-8,11/4/08,43,56.18,-13.18,5.18,5.18,1,NA
5384325,2008_Pres-G_NJ,2008,NJ,Pres-G,Pres-G,Research 2000,NA,10/27/08,600,Democrat,54,Republican,38,NA,16,11/4/08,57.27,41.7,15.57,0.43,0.43,1,NA
5384326,2008_Pres-G_NV,2008,NV,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/27/08,700,Democrat,50,Republican,46,NA,4,11/4/08,55.15,42.65,12.5,8.5,-8.5,1,NA
5384327,2008_Pres-G_NV,2008,NV,Pres-G,Pres-G,Research 2000,NA,10/27/08,600,Democrat,50,Republican,45,NA,5,11/4/08,55.15,42.65,12.5,7.5,-7.5,1,NA
5384328,2008_Pres-G_OH,2008,OH,Pres-G,Pres-G,Columbus Dispatch,NA,10/27/08,2167,Democrat,52,Republican,46,NA,6,11/4/08,50.62,46.1,4.52,1.48,1.48,1,NA
5384329,2008_Pres-G_OH,2008,OH,Pres-G,Pres-G,SurveyUSA,NA,10/27/08,648,Democrat,49,Republican,45,NA,4,11/4/08,50.62,46.1,4.52,0.52,-0.52,1,NA
5384330,2008_Pres-G_PA,2008,PA,Pres-G,Pres-G,Marist College,NA,10/27/08,713,Democrat,55,Republican,41,NA,14,11/4/08,54.56,44.23,10.33,3.67,3.67,1,NA
5384331,2008_Pres-G_PA,2008,PA,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/27/08,500,Democrat,53,Republican,46,NA,7,11/4/08,54.56,44.23,10.33,3.33,-3.33,1,NA
5384332,2008_Pres-G_SC,2008,SC,Pres-G,Pres-G,Princeton Survey Research Associates International,NA,10/27/08,400,Democrat,42,Republican,53,NA,-11,11/4/08,44.9,53.87,-8.97,2.03,-2.03,1,NA
5384333,2008_Pres-G_US,2008,US,Pres-G,Pres-G,CBS News/New York Times,NA,10/27/08,1005,Democrat,52,Republican,39,NA,13,11/4/08,52.92,45.66,7.26,5.74,5.74,1,NA
5384334,2008_Pres-G_US,2008,US,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/27/08,3000,Democrat,50,Republican,47,NA,3,11/4/08,52.92,45.66,7.26,4.26,-4.26,1,NA
5384335,2008_Pres-G_US,2008,US,Pres-G,Pres-G,Research 2000,NA,10/27/08,1100,Democrat,50,Republican,44,NA,6,11/4/08,52.92,45.66,7.26,1.26,-1.26,1,NA
5384336,2008_Pres-G_US,2008,US,Pres-G,Pres-G,Zogby Interactive/JZ Analytics,NA,10/27/08,1203,Democrat,49.1,Republican,44.4,NA,4.7,11/4/08,52.92,45.66,7.26,2.56,-2.56,1,"previously listed as Zogby Analytics, telephone"
5384337,2008_Pres-G_UT,2008,UT,Pres-G,Pres-G,Dan Jones & Associates,NA,10/27/08,1205,Democrat,32,Republican,57,NA,-25,11/4/08,34.41,62.58,-28.17,3.17,3.17,1,NA
5384338,2008_Pres-G_VA,2008,VA,Pres-G,Pres-G,Marist College,NA,10/27/08,671,Democrat,51,Republican,47,NA,4,11/4/08,52.63,46.33,6.3,2.3,-2.3,1,NA
5384339,2008_Pres-G_WA,2008,WA,Pres-G,Pres-G,SurveyUSA,NA,10/27/08,630,Democrat,56,Republican,39,NA,17,11/4/08,57.65,40.48,17.17,0.17,-0.17,1,NA
5384357,2008_Pres-G_AK,2008,AK,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/28/08,500,Democrat,41,Republican,57,NA,-16,11/4/08,37.89,59.42,-21.53,5.53,5.53,1,NA
5384358,2008_Pres-G_AL,2008,AL,Pres-G,Pres-G,SurveyUSA,NA,10/28/08,650,Democrat,36,Republican,61,NA,-25,11/4/08,38.74,60.32,-21.58,3.42,-3.42,1,NA
5384359,2008_Pres-G_AZ,2008,AZ,Pres-G,Pres-G,"Mason-Dixon Polling & Research, Inc.",NA,10/28/08,625,Democrat,44,Republican,48,NA,-4,11/4/08,45.12,53.64,-8.52,4.52,4.52,1,NA
5384360,2008_Pres-G_CO,2008,CO,Pres-G,Pres-G,Marist College,NA,10/28/08,682,Democrat,51,Republican,45,NA,6,11/4/08,53.66,44.71,8.95,2.95,-2.95,1,NA
5384361,2008_Pres-G_DE,2008,DE,Pres-G,Pres-G,SurveyUSA,NA,10/28/08,657,Democrat,63,Republican,33,NA,30,11/4/08,61.94,36.95,24.99,5.01,5.01,1,NA
5384362,2008_Pres-G_IA,2008,IA,Pres-G,Pres-G,Research 2000,NA,10/28/08,600,Democrat,53,Republican,39,NA,14,11/4/08,53.93,44.39,9.54,4.46,4.46,1,NA
5384363,2008_Pres-G_KS,2008,KS,Pres-G,Pres-G,SurveyUSA,NA,10/28/08,626,Democrat,37,Republican,58,NA,-21,11/4/08,41.65,56.61,-14.96,6.04,-6.04,1,NA
5384364,2008_Pres-G_KY,2008,KY,Pres-G,Pres-G,"Mason-Dixon Polling & Research, Inc.",NA,10/28/08,817,Democrat,42,Republican,51,NA,-9,11/4/08,41.17,57.4,-16.23,7.23,7.23,1,NA
5384365,2008_Pres-G_KY,2008,KY,Pres-G,Pres-G,Research 2000,NA,10/28/08,600,Democrat,39,Republican,56,NA,-17,11/4/08,41.17,57.4,-16.23,0.77,-0.77,1,NA
5384366,2008_Pres-G_MA,2008,MA,Pres-G,Pres-G,SurveyUSA,NA,10/28/08,658,Democrat,56,Republican,39,NA,17,11/4/08,61.8,35.99,25.81,8.81,-8.81,1,NA
5384367,2008_Pres-G_MI,2008,MI,Pres-G,Pres-G,Mitchell Research & Communications,NA,10/28/08,600,Democrat,54,Republican,40,NA,14,11/4/08,57.43,40.96,16.47,2.47,-2.47,1,NA
5384368,2008_Pres-G_MI,2008,MI,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/28/08,500,Democrat,53,Republican,43,NA,10,11/4/08,57.43,40.96,16.47,6.47,-6.47,1,NA
5384369,2008_Pres-G_MI,2008,MI,Pres-G,Pres-G,"Strategic Vision, LLC",NA,10/28/08,1200,Democrat,54,Republican,41,NA,13,11/4/08,57.43,40.96,16.47,3.47,-3.47,1,NA
5384370,2008_Pres-G_MN,2008,MN,Pres-G,Pres-G,"Mason-Dixon Polling & Research, Inc.",NA,10/28/08,625,Democrat,48,Republican,40,NA,8,11/4/08,54.06,43.82,10.24,2.24,-2.24,1,NA
5384371,2008_Pres-G_MN,2008,MN,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,10/28/08,500,Democrat,55,Republican,43,NA,12,11/4/08,54.06,43.82,10.24,1.76,1.76,1,NA
5384372,2008_Pres-G_MN,2008,MN,Pres-G,Pres-G,Research 2000,NA,10/28/08,600,Democrat,53,Republican,38,NA,15,11/4/08,54.06,43.82,10.24,4.76,4.76,1,NA
5384373,2008_Pres-G_MS,2008,MS,Pres-G,Pres-G,Research 2000,NA,10/28/08,600,Democrat,40,Republican,53,NA,-13,11/4/08,43,56.18,-13.18,0.18,0.18,1,NA
